name,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
FLEET,79.21,17.41,0.21,0.41,1.36,1.4
KOPF,96.74,(S),0.54,(S),0.91,1.53
KOVAR,96.25,(S),0.41,(S),1.07,1.82
LINER,83.87,10.4,0.21,2.39,1.44,1.69
SHEEDY,96.33,(S),0.87,(S),1.49,1.11
MINA,38.48,2.56,27.75,1.28,5.2,24.73
OU,1.32,(S),95.29,(S),2.89,0.29
SWEETEN,88.77,5.41,0.66,1.03,1.86,2.27
ZAREMBA,97.07,0.33,0.66,0.33,0.83,0.78
BANGS,89.22,5.99,0.54,0.54,1.78,1.94
HENNIG,95.7,0.62,(S),(S),1.12,1.86
MUSTO,95.62,0.29,0.7,0.21,0.78,2.4
BERRIER,96.78,1.07,(S),(S),0.7,1.03
BRAYTON,87.44,8.64,0.62,0.41,1.49,1.4
CLAYTOR,69.09,27.15,(S),(S),1.86,1.36
ELLERBE,24.79,71.16,0.33,0.29,1.78,1.65
PASTERNAK,97.31,0.21,0.33,0,0.91,1.24
REIMAN,96.69,(S),0.37,(S),0.79,1.69
SMIDT,91.03,5.7,0.25,0.54,0.83,1.65
LARIMORE,95.7,0.95,0.62,0.29,1.03,1.41
MUDGE,95.86,1.28,0.25,0.5,0.91,1.2
NI,2.27,(S),94.67,(S),1.65,0.91
RATZLAFF,95.57,0.29,0.7,0.37,1.12,1.94
CUOMO,94.58,(S),0.33,(S),1.32,3.35
SPILLERS,87.92,9.06,0.29,0.62,1.12,0.99
APPERSON,92.26,3.39,0.41,0.58,1.45,1.9
GERKE,96.27,0.33,0.62,0.46,1.41,0.91
HARMER,95.61,1.16,0.5,0.41,1.12,1.2
POLIZZI,96.11,0.5,0.29,0,0.95,2.15
REGIS,41.56,35.43,5.63,0.7,4.22,12.46
BECTON,38.18,58.3,0.29,0.29,1.9,1.04
CONFORTI,95.98,(S),0.41,(S),1.08,2.32
DINWIDDIE,80.04,16.31,0.54,0.41,1.12,1.57
GADSDEN,6.21,90.02,(S),(S),1.61,1.7
LAGRANGE,86.67,5.63,0.5,0.54,1.2,5.47
PAULL,95.24,1.49,0.87,0.5,0.91,0.99
UGARTE,9.11,0.29,1.28,0.21,0.75,88.36
DESOTO,53.15,0.66,2.28,1.86,1.99,40.06
FILER,83.31,13.3,0.54,0.25,1.33,1.28
ORME,90.51,4.1,0.83,0.5,1.45,2.61
HIPPS,87.48,10.03,0.41,0.29,0.79,0.99
KANESHIRO,4.19,(S),84.17,(S),8.29,3.23
LARES,12.89,1.74,0.66,(S),(S),84.29
STAIR,93.87,2.65,0.29,0.21,1.12,1.86
VIERS,95.61,1.45,0.37,0.54,1.12,0.91
ALTIZER,96.6,(S),0.7,(S),1.04,0.95
LADSON,17,78.98,0.21,0,2.45,1.37
MONTEJANO,4.73,(S),(S),(S),(S),94.82
SCALZO,94.86,(S),0.25,(S),1.53,3.03
SOWDER,97.8,(S),(S),0.33,0.62,0.79
DICKEN,94.82,2.61,(S),(S),0.75,1.04
EBELING,96.31,0.25,0.21,0.29,1.08,1.87
FAUCHER,93.94,2.32,0.33,0.25,0.87,2.28
SARTOR,81.09,13.6,0.41,0.33,2.07,2.49
GRINSTEAD,86.22,9.54,0.62,0.37,1.49,1.74
HICE,87.76,7.84,0.25,0.62,1.04,2.49
MCNERNEY,96.97,0.25,0.33,0.25,1.08,1.12
MIKA,91.08,0.5,4.23,0.25,2.16,1.78
STAGE,94.73,0.46,0.46,0.83,1.78,1.74
BARTSCH,96.22,0.21,0.54,0.37,1.08,1.58
LENAHAN,97.14,0.25,0.37,0.33,0.71,1.2
LISKA,96.1,0.33,0.37,0.25,0.95,1.99
MCCUMBER,91.2,0.21,0.46,0.79,1.25,6.1
TIETZ,97.34,(S),0.37,(S),0.42,1.45
BELLIS,93.02,1.16,1.16,0.42,1.54,2.7
DOBY,54.11,43.23,(S),0.46,1.66,(S)
GAUNA,10.8,0.33,1.74,0.54,0.62,85.96
GOLSON,45.72,49.42,(S),(S),1.95,2.2
JANDA,90.16,0.87,5.94,0.33,0.91,1.79
KELTON,84.84,10.59,0.5,0.91,1.66,1.5
SHEW,85.01,1.29,10.67,0.46,1.45,1.12
GERARDI,94.56,(S),0.46,(S),1.2,3.53
GONSALES,6.61,0.37,1.16,0.29,2.41,89.16
KRONE,94.93,1.08,0.33,0.42,1.41,1.83
LAPE,94.43,1.7,1.04,0.33,0.87,1.62
LOWRIE,88.2,6.73,0.5,0.33,1.83,2.41
PLASTER,93.73,0.33,0.21,2.41,1.79,1.54
POLLY,88.16,9.1,0.29,0.83,1.04,0.58
ARVIN,89.65,6.28,(S),(S),1.87,1.37
BENBOW,58.81,36.99,0.33,0.42,1.87,1.58
BHATTI,5.78,1.66,80.26,0.21,10.93,1.16
BUHL,92.98,4.2,0.58,0.37,0.96,0.91
GILLIAN,67.17,28.01,0.46,0.79,1.7,1.87
KIMSEY,93.02,2.54,0.25,0.62,1.66,1.91
LAMOREAUX,95.8,0.25,0.42,1.45,1.12,0.96
CANON,73.01,7.44,4.45,0.87,2.91,11.31
ROESLER,96.96,0.37,0.37,0.25,1,1.04
STLAURENT,94.59,1.33,0.58,0.29,2.16,1.04
SWIHART,97.59,(S),(S),0.75,0.62,0.75
COREA,24.08,2.12,(S),(S),1.16,71.51
PETITT,84.86,8.44,0.42,1.16,2.25,2.87
SPATES,33.44,62.48,0.75,0.29,1.83,1.21
ECKENRODE,97.63,(S),0.42,(S),0.75,0.96
NAPPI,96.17,0.37,(S),(S),1.46,1.54
SEBRING,95.3,0.42,0.58,0.29,1.5,1.91
SMELSER,95.13,0.67,0.5,0.46,1.29,1.96
DISANTO,96.46,(S),0.25,(S),1,2
PALOS,15.57,0.29,2.41,0.29,0.92,80.52
BEDNARZ,97.88,(S),0.42,(S),0.75,0.75
DENDY,61.81,35.28,0.25,0.21,1.25,1.21
EASTERLY,86.88,9.95,0.33,0.54,1.21,1.08
OKANE,90.3,2.37,3.46,0.37,1.46,2.04
TABARES,7.04,0.42,1.79,0.37,1.42,88.96
WHIGHAM,54.48,41.98,0.21,0.25,1.46,1.62
BORJAS,8,(S),0.58,(S),0.25,90.75
EDELEN,75.13,21.5,0.38,0.67,1.5,0.83
OBANDO,5,(S),4.08,(S),0.5,89.96
STIFF,74,22.63,0.42,0.54,0.63,1.79
WEDGE,90.17,5.83,(S),(S),1.75,1.5
BREED,85.45,9.75,0.67,0.58,1.29,2.25
DISMUKE,42.52,53.31,0.25,0.29,2,1.63
JARMON,27.3,68.82,0.46,0.25,1.46,1.71
MCSPADDEN,86.87,7.04,0.54,2.13,2.25,1.17
SERPA,69.07,(S),0.54,(S),2.75,27.09
LUCKY,47.41,45.79,2.04,0.42,2.67,1.67
COURNOYER,90.57,0,0.38,7.05,0.92,1.08
HEDBERG,96.2,0.21,0.71,0.38,0.54,1.96
MARTINE,64.5,6.38,0.54,8.8,1.63,18.15
MICHELL,63.41,23.49,0.92,2.75,1.71,7.72
CLODFELTER,92.15,5.43,(S),(S),1,1.04
DAVIDS,76.75,12.85,0.71,4.01,2.55,3.13
GATTIS,81.18,15.19,0.33,0.42,1.54,1.34
KULL,96.33,(S),0.54,(S),0.88,1.75
MASCORRO,8.76,(S),(S),0.42,0.46,90.07
WITTIG,96.29,0.29,0.75,0.21,0.71,1.75
BRADBURN,93.28,1.92,0.54,0.46,1.96,1.84
CZECH,96.2,(S),0.63,(S),1,2
MARIE,74.15,12.9,0.58,0.79,2.51,9.06
RINE,94.86,1.84,0.46,0.33,0.96,1.54
SCHAD,94.61,0.29,0.88,1.04,2.17,1
SUNDERMAN,97.58,(S),0.54,(S),0.84,0.71
WICKERSHAM,96.37,(S),0.33,(S),1.71,1.09
BROSNAN,97.08,(S),0.58,(S),1,1.13
CAPOZZI,97.2,0.33,(S),(S),1.17,1.04
FETTERMAN,98.45,(S),0.21,(S),0.63,0.54
HEISS,96.99,(S),0.71,(S),0.92,1.13
MARKLAND,83.04,11.7,0.54,1,1.59,2.13
POPLIN,95.49,0.5,0.5,1.25,1.38,0.88
TOOHEY,96.45,0.21,0.42,0.46,0.63,1.84
HAGLUND,97.33,0.25,0.46,0.21,0.75,1
JOURDAN,77.39,14.21,0.33,2.67,2.09,3.3
TURNIPSEED,60.59,35.98,0.33,0.59,1.59,0.92
BARNHARDT,90.13,7.02,(S),(S),0.84,1.34
BELFORD,76.13,17.14,1.76,0.33,2.22,2.42
HORROCKS,97.07,0.33,0.33,0.29,0.71,1.25
SING,36.66,8.74,37.79,1.05,9.45,6.31
TIERNAN,97.7,0.29,(S),(S),0.42,1.38
BAUMGARTEN,97.11,0.21,0.29,0.21,0.63,1.55
CAULDER,89.71,4.18,0.25,3.43,1.3,1.13
DANCER,65.2,30.45,0.54,0.71,2.05,1.05
DEGEORGE,96.82,0.33,0.21,0,1.13,1.51
GLADSTONE,90.59,4.68,0.63,1.55,1.67,0.88
KLEE,93.85,0.21,0.92,0.42,1,3.6
SATCHELL,32.12,63.24,0.38,0.29,2.93,1.05
VENTO,71.18,(S),1.3,(S),1.05,25.64
HARVIN,27.2,67.99,0.38,0.38,1.51,2.55
HUNN,78.28,16.4,0.96,0.79,1.55,2.01
KIMBERLY,90.88,4.77,0.88,0.29,1.51,1.67
KRAHN,97.2,(S),0.46,(S),0.71,1.38
LAROCK,91.88,1.26,0.42,3.72,1.97,0.75
OGORMAN,95.77,(S),0.42,(S),0.71,2.64
BEVILACQUA,96.86,(S),(S),(S),0.59,2.18
COOMES,95.48,1.38,0.46,0.33,1.34,1
CROTTS,97.57,(S),(S),0.46,0.96,0.8
STORCH,95.98,0.21,0.67,0.25,1.05,1.84
AVIS,81.99,10.51,1.05,0.42,1.59,4.44
CRANMER,96.31,(S),0.5,(S),1.68,1.09
HAYWORTH,89.74,6.07,0.63,0.59,1.76,1.21
MORELOCK,96.94,0.29,0.21,0.5,1.05,1.01
SCHILLINGER,97.11,0.21,0.46,0.42,0.67,1.13
BARTER,90.41,5.7,0.25,0.46,1.59,1.59
BUZZELL,94.97,1.84,(S),(S),1.26,1.01
GETCHELL,95.39,0.67,0.63,0.59,1.42,1.3
LAFAYETTE,57.73,35.11,0.59,0.46,2.47,3.64
TENA,6.12,1.26,2.64,0.71,0.25,89.02
WIDMAN,93.84,2.3,(S),(S),0.71,2.43
ASENCIO,6.92,0.92,1.05,1.01,0.54,89.56
EMBREE,92.46,4.19,0.71,0.38,1.01,1.26
ELSNER,97.53,(S),0.38,(S),1.17,0.75
FUSELIER,75.22,21.55,0.29,0.21,1.26,1.47
KRELL,96.94,0.34,0.46,0.34,0.75,1.17
SIDERS,85.95,9.52,0.5,0.67,1.97,1.38
WHITBY,73.96,21.84,(S),(S),1.76,1.97
BUFFORD,39.85,56.71,0.25,0.42,1.89,0.88
HIGHLAND,89.72,6.33,0.88,0.46,1.59,1.01
PANDO,18.5,0.38,0.59,0,0.55,79.99
ROLF,95.34,2.06,(S),(S),0.46,1.51
SCHEIDT,94.67,(S),1.22,(S),1.47,2.06
SURFACE,95.85,0.38,0.38,0.76,0.88,1.76
CARROL,72.56,20.35,0.8,0.97,2.22,3.11
DEFRANCESCO,97.57,0,0.46,0,0.8,1.17
FELLERS,95.51,0.76,0.59,0.59,1.38,1.17
GERMANO,93.54,(S),2.81,(S),1.34,2.14
HILTY,96.94,0.76,(S),(S),0.76,1.01
LICON,10.71,0.29,0.67,0.42,0.5,87.41
RINGO,64.99,30.65,(S),(S),1.51,1.93
DOWLER,95.76,1.01,0.63,0.29,1.05,1.26
GLOWACKI,97.02,(S),0.42,(S),1.05,1.34
FRERICHS,97.69,(S),0.55,(S),0.55,0.71
LAVALLE,82.52,1.55,0.71,0.76,1.55,12.9
MESSING,95.76,1.3,(S),(S),0.92,1.85
MILO,69.71,11.51,7.31,(S),(S),9.41
SLABAUGH,97.44,0,0.38,0.5,0.76,0.92
TOMASELLO,93.57,0.8,0.38,0.25,1.3,3.7
PLOTKIN,96.34,0.55,(S),(S),0.88,1.72
ZIOLKOWSKI,97.73,(S),0.21,(S),0.42,1.3
GENTLE,73.51,20.77,0.76,0.25,2.48,2.23
KNOBLOCH,96.85,(S),0.42,(S),0.67,1.6
CEASAR,9.47,83.8,(S),(S),1.89,4.21
DUELL,92.3,5.01,(S),(S),0.67,1.47
HURDLE,52.55,43.04,(S),(S),2.19,1.72
LAROCHELLE,91.67,4.04,0.63,0.25,2.1,1.3
SPELLER,18.38,76.82,(S),(S),2.78,1.72
AYOUB,79.46,(S),2.4,(S),12.67,4.29
GULLICKSON,94.57,(S),(S),1.89,1.35,1.47
MOSQUERA,9.89,1.35,2.48,0,0.46,85.82
TOWLER,77.82,18.64,0.38,0.34,1.85,0.97
VINCI,96.34,0.46,(S),(S),1.14,1.52
WYSE,89.6,7.11,0.51,0.29,0.97,1.52
CLIFF,84.42,10.61,0.42,1.94,0.88,1.73
FORSHEE,89.85,6.82,0.29,1.01,0.84,1.18
GHOLSON,60.04,34.69,0.38,0.25,2.65,1.98
REICHENBACH,97.35,(S),(S),0.29,0.55,1.56
SPADE,92.59,2.74,0.29,1.39,1.77,1.22
LOCKMAN,87.19,8.09,0.55,1.31,1.81,1.05
BISSETT,94.99,0.63,0.59,0.88,1.18,1.73
DUROCHER,93.72,2.82,0.46,0.34,1.18,1.47
FENTRESS,65.99,29.62,(S),(S),2.23,1.35
JANNEY,96.63,0.93,0.34,0.25,0.84,1.01
MORONES,8.3,0.38,0.38,0.29,0.55,90.1
STORIE,95.87,0.59,0.46,0.29,1.14,1.64
BETHKE,96.16,(S),0.76,(S),0.97,1.69
BOES,96.46,0.59,(S),(S),1.1,1.26
BRAGGS,12.14,83.39,0.21,0.21,2.36,1.69
RALL,87.65,7.46,1.1,0.21,1.39,2.19
ROULEAU,94.44,2.82,(S),(S),1.1,0.97
SCHACHT,96.12,(S),0.84,(S),1.05,1.48
SULTAN,49.75,9.4,28.12,(S),10.24,(S)
TROIANO,95.62,0.55,(S),(S),0.97,2.45
FAHY,97.09,(S),0.55,(S),0.76,1.14
MCFALLS,90.59,6.58,0.3,0.46,1.52,0.55
STRALEY,96.37,0.3,0.67,0.42,0.93,1.31
GORECKI,97.34,(S),0.25,(S),0.42,1.6
RUDNICK,96.71,(S),0.59,(S),1.22,1.22
WINEGAR,97.38,0.38,0.46,0.3,0.68,0.8
DEDRICK,78.09,16.17,0.97,0.38,2.24,2.15
LOVETTE,66.95,28.75,0.34,0.97,1.98,1.01
STHILAIRE,71.08,23.85,(S),(S),2.62,1.77
WIGGINTON,92.61,4.43,0.25,0.21,1.14,1.35
ANCHONDO,5.45,(S),(S),0.63,0.3,93.24
HANNEMAN,95.65,0.3,0.42,0.42,1.48,1.73
LOCH,91.26,0.68,5.49,0.51,1.01,1.06
MOORES,91.68,4.27,0.55,0.34,1.56,1.6
POLEN,88.98,7.35,0.38,0.25,1.01,2.03
HUNSICKER,98.48,(S),(S),(S),0.42,0.63
ROSATO,93.83,0.59,(S),(S),0.93,4.27
TINDELL,90.92,4.77,0.34,0.59,1.61,1.77
GAYTON,46.37,19.95,0.68,4.48,3.13,25.4
PENNA,84.4,1.18,1.48,0.3,2.16,10.48
PRIVETTE,86.18,11.07,(S),(S),0.97,1.01
SLIGER,95.56,(S),(S),1.18,1.1,1.61
BRUMMER,94.33,3,0.51,0.3,0.68,1.18
CROWN,91.33,3.47,0.97,0.63,1.14,2.45
SOMMERVILLE,70.91,25.12,(S),(S),1.65,1.9
WINK,96.32,1.06,0.42,0.25,0.72,1.23
LATIMORE,12.87,83.28,0.34,0.25,2.16,1.1
MASTRANGELO,95.56,0.25,0.21,0,1.06,2.92
MERLINO,95.73,(S),0.51,(S),0.8,2.62
ABLE,74.05,21.55,0.93,0.59,1.06,1.82
BOOSE,56.22,40.52,0.51,0.42,1.65,0.68
KLEINER,96.49,0.47,0.76,0.3,0.68,1.31
LOYOLA,9.14,(S),18.5,(S),2.12,70.03
THORESON,96.23,0.34,0.38,0.42,1.44,1.19
CAYWOOD,89.88,3.64,0.38,2.41,2.46,1.23
EVERT,94.96,1.61,0.42,0.42,1.44,1.14
GREMILLION,88.65,9.91,0.3,0.21,0.47,0.47
HAMMERS,94.2,1.57,0.42,0.64,1.27,1.91
JIMENES,2.16,0.21,(S),(S),(S),97.2
LAPHAM,96.19,0.34,0.47,0.51,1.65,0.85
MO,7.5,1.57,85.85,0,2.75,2.33
RAUSCHER,97.88,(S),0.59,(S),0.47,0.97
SRINIVASAN,2.71,0.38,92.8,0.21,3.35,0.55
VANSLYKE,94.32,1.69,0.72,0.59,1.19,1.48
BECERRIL,3.73,0.59,(S),(S),0.34,95.17
DEARTH,97.08,0.21,0.47,0.21,1.36,0.68
ECKHOFF,97.71,0,0.34,0.21,0.76,0.97
SINHA,5.72,0.34,88.26,0.21,4.92,0.55
TUTEN,88.69,6.31,2.08,0.3,0.85,1.78
BURGAN,86.69,10.51,0.25,0.25,0.97,1.31
CURLEE,86.05,10.26,0.3,0.81,1.27,1.31
FEAGIN,64.01,32.85,(S),(S),1.4,1.36
GALLMAN,55.66,41.8,0.38,0.42,0.97,0.76
GERMANN,95.8,(S),0.89,(S),0.76,2.03
GREENWALT,95.51,0.42,0.3,1.65,0.93,1.19
BISSONNETTE,97.54,(S),0.55,(S),0.89,0.76
STOUDT,97.58,(S),0.59,(S),0.72,0.72
SWENSEN,94.44,0.38,0.81,0.34,2.21,1.82
VANALLEN,91.14,3.69,0.64,1.06,1.95,1.53
HANDLER,96.61,(S),0.68,(S),0.59,1.65
TANGUAY,96.44,(S),0.47,(S),0.89,1.82
ARCURI,94.4,(S),(S),(S),1.06,4.24
CUTTS,73.13,23.09,0.38,0.68,1.27,1.44
HEROD,68.34,26.1,(S),(S),1.95,2.59
LOVINS,95.29,1.49,0.21,0.76,1.36,0.89
MACLIN,22.71,73.17,0.38,0.3,1.99,1.44
SMOTHERMAN,87.65,8.66,0.59,0.72,1.49,0.89
BREAZEALE,88.96,7.01,(S),(S),1.32,1.74
HACKBARTH,96.6,0.21,1.02,0.3,0.93,0.93
CRICK,92.4,4.33,0.38,0.55,1.36,0.98
RAINVILLE,95.45,0.51,0.38,1.23,1.27,1.15
BLOSS,96.3,(S),(S),0.64,1.02,1.7
FRIDLEY,97.28,(S),(S),0.51,1.15,0.68
MACINTOSH,89.29,6.63,0.42,0.47,1.4,1.78
STEFANSKI,97.32,(S),(S),0.38,1.27,0.64
BEAUVAIS,78.36,13.35,0.64,2.98,2.85,1.83
ANDES,89.49,0.77,4.81,0.43,1.45,3.06
BLOMBERG,96.6,(S),0.64,(S),1.4,1.06
KOOP,95.24,0.51,0.64,0.72,1.49,1.4
BLOUIN,89.91,6.81,(S),(S),1.11,1.74
DORAZIO,96.38,(S),0.43,(S),0.81,1.91
LANIGAN,93.49,2.6,1.15,(S),(S),1.66
ROCHON,72.09,20.3,0.64,0.68,2.6,3.7
VALLEE,93.4,1.23,0.72,1.23,1.02,2.38
DROUIN,95.91,0.6,0.68,0.3,1.23,1.28
LAMONICA,94.21,0.77,0.26,0,1.53,3.24
RIEDER,97.19,(S),0.55,(S),0.77,1.15
SPRAGGINS,48.28,48.15,0.51,0.21,1.36,1.49
WILBOURN,61.47,34.23,(S),(S),2,1.11
SHUGART,93.44,2.51,(S),(S),1.19,2.17
BLOWERS,96.08,(S),(S),0.94,1.15,1.32
CHACKO,8.27,0.43,84.02,0.64,6.09,0.55
JANUARY,46.44,45.72,(S),(S),3.24,3.79
LANDY,78.36,15.21,0.47,0.64,1.07,4.26
LAWLEY,92.84,2.13,0.72,1.45,1.07,1.79
NUTTING,95.36,0.77,0.34,0.81,1.28,1.45
RUTAN,95.1,0.43,1.15,0.38,1.32,1.62
DOMAN,89.73,5.29,(S),(S),1.41,2.13
ETTINGER,96.08,(S),0.9,(S),1.66,1.02
HANDEL,93.05,1.02,(S),(S),1.02,4.31
JELLISON,96.21,(S),0.55,(S),1.58,1.19
SWINEY,80.31,15.94,0.3,0.72,1.71,1.02
VEILLEUX,96.89,(S),0.47,(S),1.11,1.15
ALLDREDGE,95.99,(S),(S),0.3,1.71,1.54
EMOND,94.88,1.07,0.9,0.38,1.62,1.15
LACH,85.12,(S),10.45,(S),1.49,1.54
RACHEL,70.19,23.28,0.9,0.43,2.94,2.26
RAIMONDI,93.94,0.43,0.47,0,1.24,3.92
SPINK,95.74,0.9,(S),(S),1.49,1.02
WIENS,96.33,0.3,0.55,0.6,1.54,0.68
YALE,93.73,2.09,1.02,0.38,1.02,1.75
COLQUITT,47.14,48.55,0.3,0.34,1.88,1.79
GABRIELSON,96.59,(S),0.38,(S),0.9,1.71
MORLAN,92.06,1.62,0.43,1.32,1.58,2.99
WAYLAND,93.22,2.65,0.81,0.68,1.32,1.32
COSTIGAN,95.95,(S),0.51,(S),1.41,2.01
FRANCES,53.56,29.71,1.11,2.01,2.69,10.93
GRANVILLE,55.61,38.8,0.6,0.26,2.6,2.13
MCCARVER,79.9,16.3,0.43,0.26,1.84,1.28
CONNALLY,79.33,15.97,0.77,0.68,1.54,1.71
LENTINI,96.33,0.47,(S),(S),0.77,2.09
MOSCA,92.78,0.68,(S),(S),1.28,4.7
PREUSS,95.99,0.38,0.68,0.3,1.15,1.49
VANSANT,94.36,0.64,0.85,0.34,1.71,2.09
FREI,95.51,0.3,0.68,0.3,1.07,2.14
LAGO,42.8,2.05,3.97,0.38,1.58,49.21
LAPLANT,92.87,0.64,0.38,2.95,1.5,1.67
LEITER,96.45,(S),(S),0.6,1.32,1.37
COADY,94.57,3.03,(S),(S),0.56,1.28
FYFFE,84.7,10.85,0.43,0.43,1.54,2.05
GONGORA,8.08,2.05,1.97,(S),(S),86.41
MANCE,58.46,36.28,1.37,(S),(S),2.39
SHAEFFER,95.85,1.07,0.47,0.26,1.15,1.2
TRUMBULL,94.53,0.98,0.38,1.28,0.85,1.97
WORCESTER,94.19,(S),(S),2.39,1.54,0.98
BODIE,79.39,15.95,0.21,1.37,1.03,2.05
BURNES,74.09,19.88,0.26,0.98,1.67,3.12
POMPEY,26.34,66.65,0.26,0.6,4.19,1.97
TEITELBAUM,94.23,(S),0.56,(S),3.89,1.07
ZEHNER,95.21,2.05,0.47,0.26,0.86,1.15
BEAUPRE,95.47,0.21,0.51,1.71,0.98,1.11
MUMMA,95.68,0.51,0.98,0.56,1.33,0.94
VISCONTI,94.4,0.43,(S),(S),1.15,3.81
BOURLAND,95.16,0.86,0.39,0.56,0.68,2.35
COPPAGE,64.87,31.88,(S),(S),1.67,1.03
FOLKS,63.07,30.51,(S),(S),1.75,4.07
HANNUM,93.75,2.87,0.64,0.51,0.94,1.28
HEFFRON,97.3,(S),(S),0.34,0.81,1.07
MARKIEWICZ,96.96,0.26,0.43,0.39,0.86,1.11
MOAK,96.23,0.6,1.03,0.3,1.03,0.81
PENNOCK,93.8,1.71,(S),1.93,(S),1.41
PISCITELLI,97.13,0.34,(S),(S),0.81,1.28
ROBICHAUX,92.64,4.45,0.39,0.21,1.2,1.11
KIMBERLIN,94.22,0.73,0.81,0.86,1.88,1.5
MULLET,96.28,0.68,(S),(S),0.81,1.76
BLANDFORD,90.84,4.97,(S),(S),1.16,2.83
BRENEMAN,96.62,0.21,0.6,0.26,1.28,1.03
ENGEBRETSON,96.32,(S),(S),1.03,0.69,1.33
MATTHIAS,81.46,13.02,0.6,1.16,2.36,1.41
ROESSLER,96.45,(S),0.39,(S),0.73,1.93
ALLEE,94.39,1.24,0.9,0.6,1.63,1.24
BARGE,60.97,32.22,0.69,0.34,2.49,3.3
PARKMAN,65.94,30.89,(S),(S),1.41,1.29
BACKSTROM,88.38,9.13,0.43,0.26,0.6,1.2
BULLEN,84.23,10.54,0.99,0.26,1.76,2.23
REN,16.16,0.73,80.28,0,1.59,1.24
ECHAVARRIA,5.75,0.6,(S),0.43,(S),92.8
HAMAN,89.11,4.5,1.84,0.56,2.32,1.67
LAMPMAN,96.14,0.3,0.56,1.16,0.9,0.94
LOESCH,97.73,0.39,(S),(S),0.86,0.77
CORTINA,30.42,0.39,1.67,(S),(S),67.18
ELMS,87.95,6.44,1.16,1.12,1.67,1.67
GORDAN,53.8,39.94,0.43,0.39,1.97,3.47
PABST,96.65,(S),0.39,(S),1.46,1.12
PECORA,96.61,(S),0.47,(S),0.73,1.67
RABAGO,7.68,(S),16.57,(S),1.42,72.88
SNELSON,89.36,6.65,0.34,0.56,1.55,1.55
VANARSDALE,88.33,7.77,0.47,0.3,1.63,1.5
DEWEES,93.13,3.56,0.52,0.3,1.46,1.03
ENGER,96.35,0.26,0.77,0.39,0.82,1.42
SEMPLE,80.85,14.56,0.3,0.64,2.53,1.12
SENGER,96.78,0.39,0.69,0.47,0.21,1.46
HOWEY,91.8,3.69,0.26,0.95,1.55,1.76
DAW,81.48,4.9,4.68,5.59,1.5,1.85
HAGEMANN,96.82,(S),0.21,(S),1.29,1.46
MCPEEK,96.56,(S),(S),0.39,1.29,1.42
VANDERHOOF,95.75,(S),(S),0.99,1.16,1.16
WESTLUND,96.3,0.39,0.3,0.69,0.95,1.38
ARNOTT,94.41,0.77,0.56,0.6,1.29,2.36
BOHM,95.92,0.3,0.52,0.21,1.2,1.85
BOUTON,94.2,2.54,(S),(S),1.03,1.76
FACKLER,96.04,(S),1.12,(S),0.86,1.46
GIUNTA,96.17,(S),(S),(S),0.73,2.88
MAZZONE,96.09,0.73,0.73,0,0.64,1.81
OHLER,96.22,0.21,0.9,0.26,0.99,1.42
BUCH,84.6,2.71,7.14,0.43,1.33,3.78
POORMAN,93.08,1.25,0.52,3.01,1.42,0.73
STAGNER,94.71,0.22,0.43,1.42,1.51,1.72
TAVERA,8.6,0.56,2.45,0.26,0.65,87.48
BONAR,93.84,1.72,0.69,0.26,1.33,2.15
GERSON,92.42,2.2,(S),(S),1.08,3.57
MANGANO,96.43,0.77,(S),(S),0.65,1.46
MCCULLAR,77.87,17.09,(S),(S),1.51,2.02
RANGER,77.66,11.97,0.6,3.23,1.94,4.61
ARMAND,62.92,25.58,0.6,0.26,3.66,6.98
BADE,92.59,1.64,2.84,0.43,1.25,1.25
CHALFANT,96.25,(S),(S),0.47,1.25,1.64
LICHTENSTEIN,96.25,(S),0.3,(S),1.03,2.24
TURCO,95.43,(S),0.69,(S),1.08,2.41
WUNDER,96.04,0.39,0.39,0.43,1.12,1.64
DEGRAW,95.82,0.69,0.6,0.43,1.03,1.42
FEW,64.37,31.06,1.16,0.39,2.07,0.95
HAIGLER,64.11,32.7,0.22,1.16,1.03,0.78
LIS,94.49,(S),1.51,(S),1.29,1.68
BITTINGER,97.59,0.3,0.43,0.3,0.95,0.43
DREILING,95.47,(S),0.26,(S),0.99,3.06
HODGDON,96.38,0.39,0.69,0.69,0.91,0.95
IMES,75.26,20.13,1.08,0.78,1.77,0.99
LANDWEHR,98.19,(S),0.34,(S),0.52,0.69
MORRONE,95.39,0.34,0.34,0.26,1.38,2.28
WITTENBERG,95.17,0.99,0.78,0.56,0.86,1.64
MALY,95.17,0.52,1.85,0.22,0.73,1.51
TERPSTRA,98.15,(S),0.52,(S),0.3,0.73
WARLICK,84.99,11.17,0.26,0.86,1.81,0.91
BOLTE,96.76,0.78,(S),(S),1.04,1.04
STILLER,94.43,2.16,(S),(S),0.95,1.94
STMARTIN,87.62,6.56,0.78,1.04,2.29,1.73
ALBEE,95.3,0.65,0.43,0.82,1.55,1.25
BRECHT,96.68,(S),0.43,(S),0.69,1.81
LEZAMA,4.1,9.24,0.69,0.3,1.51,84.16
MONARREZ,3.32,(S),0.26,0,(S),96.25
PANKRATZ,97.15,0.22,0.43,0.26,0.82,1.12
VICTORY,82,8.93,1.68,1.9,2.2,3.28
BOTHWELL,84.89,10.92,0.52,0.26,1.17,2.25
